0,173.117,345.067,300.326,502.459,2023.39,366.277,32.9404,2147.64
1,51.4284,662.094,186.389,22.3342,124.868,183.363,323.508,747.468
2,41.4487,146.178,35.5083,19.0754,254.465,396.267,263.369,118.675
3,1049.96,206.464,406.802,58.3324,304.017,260.39,5.03347,236.897
4,182.063,225.119,141.549,97.7597,1011.3,80.0341,324.258,143.452
5,310.77,492.577,500.829,557.016,1925.17,55.8396,75.0358,14.1692
6,346.659,82354.5,317.034,445.26,39.1177,97605.2,35.0859,505.177
7,1877.53,145.774,731.905,122.29,104.325,225.271,782.925,141.663
8,419.417,228.268,184.349,49.1759,704.695,266.298,309.407,30.6209
9,5560.25,12.8976,734.241,199.657,1221.81,328.557,2600.78,259.902
10,357.669,1.68909,200.135,46.9214,14.9718,8.6261,52.402,309.685
11,31.536,169.037,451.252,176.953,65.2376,0.766559,258.493,591.597
12,1689.33,248.494,479.131,2650.27,627.49,93.39,47.8293,662.068
13,122.189,773.755,163.105,329.71,244.519,26.4576,116.988,585.942
14,374.006,319.873,268.809,43.4228,61.0183,8.89817,207.233,159.113
15,138.101,0.983842,311.897,67.9239,178.203,213.39,138.723,394.061
16,99.2031,81.4797,316.25,448.1,185.655,419.691,148.176,2431.95
17,792.583,50.4224,674.535,45.3649,251.132,317.638,331.504,40.8761
18,392.399,307.927,420.477,224.994,5.71311,336.967,120.671,71.0644
19,124.534,0.28822,133.614,416.791,178.872,49.2228,79.9876,304.668
20,249.722,91.6095,1591.61,871.611,61.0974,111.38,4528.29,790.468
21,235.889,170.954,61.8894,375.067,121.409,84.112,282.057,211.664
22,276.071,84.7668,211.766,0.835151,411.034,41.2109,214.537,479.608
23,312.117,39.491,195.517,43.5406,275.189,401.672,9.63563,55.2752
24,49.154,106.522,207.005,84.793,139.069,174.604,1685.99,834.208
25,59.6144,663.751,259.789,172554,157.249,3734.98,252.862,38394
26,1180.29,369.953,43.7041,11.0289,230.214,220.697,10127.1,19.6084
27,147.621,62.6932,292.657,120.803,90.8223,165.386,22.1535,1535.76
28,356.428,615.726,2046.2,162.459,359.762,126.507,3076.19,51.9223
29,3593.68,73.1493,997.893,88.8846,3052.87,65.3175,97.0869,112.413
30,195.74,77.0174,445.047,58.712,267.316,38.17,54.0317,321.543
31,84.5928,62.8997,340.329,15.5127,382.455,320.382,1500.57,135.641
32,99.2437,69.9746,254.422,855.794,184.929,5.78279,186.47,178.619
33,126.913,17.5177,352.575,341.272,69.1313,31.8414,399.187,851.074
34,313.813,400.551,10.2427,15.6757,429.044,485.313,69.4755,66.7928
35,703.945,188.691,18.1458,204.841,682.85,144.307,224.57,398.177
36,224.068,917.278,102.555,94.2475,95.8411,1831.8,239.995,67.9147
37,981.735,608.528,192.094,389.735,425.863,490.11,155.569,257.829
38,74.3312,182.125,293.039,164.657,532.899,164.733,164.415,620.997
39,327.301,357.76,3332.37,29.8129,410.392,77.5797,4161.09,54.4365
40,0.968701,362.01,143.996,17.9408,0.503236,134.805,96.5152,320.583
41,844.169,389.273,351.978,126.253,183.856,2221.01,298.71,600.376
42,20.6105,187.124,1075.51,528.986,338.798,282.534,182.855,47.7732
43,1382.39,298.5,226.332,150.115,532.828,177.405,125.211,484.536
44,386.96,15523.3,356.874,47.7,0.191738,94101.5,473.251,86.6572
45,3.83316,218.433,153.575,551.467,39.2861,292.179,23.3401,885.838
46,2221.9,331.786,633.248,12.6162,643.572,127.011,420.618,374.158
47,287.376,1559.15,1826.01,1896.9,844.583,809.448,299.084,2005.51
48,90.4794,42.4936,18.4044,60.6208,74.4573,1007.66,73.0416,262.962
49,100.576,2396.34,250.961,139.333,219.913,1538.38,182.233,104.653
50,540.988,169.791,281.024,113.418,453.68,434.038,111.24,266.003
51,97.8315,669.324,300.212,319.099,186.199,418.246,388.982,125.632
52,137.931,123.698,1100.26,1204.49,133.573,103.492,371.597,1757.31
53,90.7569,72.2479,462.522,91.617,136.082,97.6239,895.442,181.229
54,302.93,127.702,4.37066,10.5289,45.157,302.994,654.886,78.9952
55,972.364,111.038,119.979,70.4009,1677.9,2377.06,40.9929,524.757
56,15.0905,251.17,2545.32,58.1464,369.1,205.64,8230.8,962.396
57,1419.69,94.3537,19.7427,137.624,137.821,33.1519,94.0594,93.8537
58,56.7595,1280.03,2462.38,85.158,171.563,904.926,183.21,159.612
59,901.87,548.673,1046.71,165.441,496.226,169.047,1865.5,431.509
60,388.276,237.446,272.539,345.966,372.433,11.9355,43.8551,619.651
61,337.269,13.8948,345.604,88.2559,999.341,161.604,53.713,251.796
62,52.8476,54.2058,158.288,725.385,90.4919,129.395,112.681,16883.9
63,1378.06,170.807,160.503,161.373,18.9934,521.979,430.095,1060.13
64,82.1626,94.1583,445.846,120.917,340.819,465.772,64.5779,473.565
65,155.578,296.903,340.605,114.031,390.76,37.1826,198.527,1351.77
66,183.678,293.522,145.959,72.0598,526.923,1876.03,60.1952,1011.43
67,27.5621,541.411,232.659,153.084,140.409,28.8241,44.2848,78.3458
